y,x0,x1
3.7927823466669781e+02,2.4566761948236554e+01,4.5268978759095411e+01
8.8816092005891491e+01,7.7947799275527379e+00,1.2350165958264656e+01
5.5725565150528860e+02,3.4299541348582061e+01,6.4247408444370066e+01
1.6713484573748808e+03,2.8014002845035488e+01,3.8130535343024441e+01
2.4599154428545062e+04,1.0774510673213649e+02,1.5581917045851833e+02
2.1840577932790275e+01,2.7033200204504735e+00,2.6302319521134296e+00
1.7490726086956963e+03,3.2661207599075901e+01,5.0570246215633702e+01
7.0963030530862579e+02,2.4467534510110998e+01,4.0923000381371104e+01
1.2095784758585814e+04,7.0996910266675158e+01,9.3370473597363187e+01
2.4362190187818874e+02,9.8820909090489177e+00,1.1828032551761707e+01
2.0138300160465726e+04,7.7748545278010766e+01,7.3588465177123140e+01
2.8857850768280150e+03,4.9360690364706805e+01,8.2934234717945856e+01
1.6459521892080036e+02,1.1846529329894144e+01,1.9786559619362230e+01
2.2521432047824906e+03,3.3166104148986470e+01,4.6871657706874380e+01
1.8782743729057390e+02,1.0653211734035654e+01,1.6638807656636967e+01
3.8243586670159825e+03,4.0992836502630318e+01,5.5866033452438863e+01
3.4833799748780759e+04,1.1569523863708345e+02,1.3972396006653088e+02
1.0851546016823988e+02,8.3663884046028532e+00,1.3013332162870975e+01
1.1969831128693578e+02,2.0477211606514658e+01,3.9416394268970919e+01
3.0338764231859960e+02,1.0916850351564827e+01,1.3247065935402667e+01
1.9676156187729231e+02,1.5697505762984234e+01,2.8050688593870252e+01
2.7182543334658649e+03,3.6186105140011080e+01,5.0373107009958943e+01
3.2456044488185023e+02,1.0776036317436700e+01,1.1939653405100659e+01
2.3497946776956081e+02,1.7600369272927690e+01,3.1981404002452901e+01
3.4984569492728929e+02,2.7688900758964788e+01,5.2001509508572752e+01
7.5915612131594128e+02,1.5870294917307747e+01,1.6500703165386192e+01
2.2946831482099137e+03,3.9216333006698505e+01,6.2233829985313292e+01
3.9735769279322977e+02,2.0479534210408556e+01,3.5937060832365212e+01
1.5484427592355641e+02,1.4278242156803703e+01,2.5666683790293916e+01
1.5389986421978010e+03,4.1103841206501556e+01,7.2373802340691228e+01
2.6141318241708791e+03,5.0023344362231008e+01,8.6592742712964039e+01
1.6594351788204513e+04,8.5925619868009008e+01,1.1452109883126546e+02
9.1086481489772050e+03,5.2899857313621574e+01,4.6819118282712431e+01
4.4934833016042103e+02,1.7238005156526924e+01,2.6817542034184644e+01
1.4373300494342595e+02,1.1986409196835906e+01,2.0716902941555521e+01
1.9841860823800795e+02,2.7683510031646740e+01,5.3508557631785749e+01
6.2478952864243693e+03,6.6231409889140650e+01,1.0629608970391095e+02
1.1334028899080018e+02,2.0709359148056961e+01,3.9973736078028047e+01
2.3853360276643164e+02,2.2249727224133522e+01,4.1729211765081018e+01
3.3395268097800988e+02,1.4864121525931891e+01,2.3450883306018294e+01
1.2981853566780612e+02,1.7221539899130256e+01,3.2456090652471083e+01
1.7472240853293315e+04,9.7026777977852888e+01,1.4333342988763118e+02
1.4212961077652293e+04,7.3617610603919061e+01,9.1658189345513563e+01
6.3449801602478493e+00,1.4733716975221454e+00,1.4362652746022737e+00
1.3964162730306000e+03,3.6407663733302016e+01,6.2177708218695777e+01
4.6157040058631519e+03,5.9810480269044341e+01,9.8374105211073612e+01
2.6847544643746128e+03,4.0942357956123743e+01,6.3399180718248772e+01
3.4941553727303428e+04,1.2592952537781943e+02,1.6543164107409973e+02
8.2122662109265457e+02,3.7553569490448119e+01,6.9656309532351898e+01
5.3266154500895042e+04,1.3972948158083909e+02,1.5912292855551678e+02
3.2158292744390667e+02,1.0507226774348274e+01,1.1276426898267120e+01
3.3066933895129446e+03,5.4319074229960115e+01,9.2686941479207235e+01
6.1358957316075350e+02,2.1081391952612869e+01,3.3598217750200213e+01
2.6669154667369858e+03,5.1119154715355776e+01,8.8162799126184140e+01
1.2654310484617172e+03,3.0028142329182472e+01,4.9037331326441269e+01
2.5470749443174996e+03,4.3784066937680180e+01,7.1341565186176339e+01
2.5805399901011743e+01,3.1887049498220530e+00,3.5851079887939119e+00
1.4245072319899884e+02,1.1482736955956488e+01,1.9429253454700483e+01
1.1591259860212800e+04,7.3402887875068060e+01,9.8202668625480257e+01
2.7266787836570995e+02,1.6345183088903514e+01,2.8141772662910768e+01
1.6085992869792668e+02,9.4052361711991210e+00,1.3776776468641199e+01
1.5461778855450854e+02,1.0254840599307602e+01,1.6140230537309954e+01
2.4323251952517100e+02,8.5748874164298954e+00,7.6097069145276759e+00
1.1109973254923265e+04,7.4127816086508105e+01,1.0603619764158147e+02
2.6157969558549507e+02,1.2861520883132654e+01,2.0052925300768962e+01
1.0901624708069318e+02,9.6641024670927393e+00,1.6175682806185943e+01
1.5320040839413762e+03,3.7511837327756588e+01,6.3995622893705473e+01
1.6046480818628987e+02,1.4202927488295174e+01,2.5557817460244475e+01
4.7227853243875792e+01,3.9332284923793481e+00,4.0031579966603097e+00
3.2135529342721206e+03,3.4524318916543685e+01,3.9564900804525045e+01
2.3643620919026713e+01,2.6905432366753885e+00,2.3960905214706183e+00
2.5933043395261211e+02,1.0690889682787885e+01,1.4314402905951747e+01
2.0527328460842472e+02,1.9695204960486851e+01,3.6791257443157619e+01
3.1646892831217212e+02,3.0901660235980223e+01,5.9254667370390038e+01
7.7292394309157942e+02,3.7209047319680877e+01,6.9081533841844319e+01
7.8779025804351454e+02,2.4574310785148871e+01,3.9756436948002531e+01
1.7236764784267922e+02,1.3468977993842067e+01,2.3581792494093737e+01
2.4214467941315168e+04,9.0371542778453531e+01,9.2744298196901028e+01
1.1484555117961339e+02,7.6958158518803881e+00,1.0818073506172002e+01
2.1363757469494706e+02,1.6929188399673119e+01,3.0583127237572857e+01
3.7005532756512443e+03,3.7402986475774597e+01,4.2545648829851906e+01
2.5706758019313344e+02,1.3994855242205068e+01,2.3135611691015445e+01
1.5609626647684970e+03,2.5096532539254209e+01,2.9697889913229190e+01
1.4855990209293726e+04,7.9360133661895020e+01,1.0248945109268263e+02
2.2197433643084841e+02,1.3907345181379368e+01,2.3429644712431358e+01
5.7193765050687523e+02,1.6405540927875681e+01,2.2083642693767853e+01
9.3488588182781295e+03,5.9797575594753198e+01,7.2150415928154132e+01
1.7194913111293874e+02,1.1703221676086557e+01,1.9335145405229113e+01
1.7917358827050299e+02,1.0179737389440797e+01,1.5323458333807597e+01
1.7777418254757566e+02,8.3263724626363462e+00,9.9890082802236915e+00
2.5831704622033658e+03,4.9959619886408824e+01,8.5960982207125809e+01
1.6602340453500310e+02,8.5261451646790327e+00,1.1208419553900006e+01
8.6797049593758425e+02,2.2141173405204363e+01,3.3650326017010350e+01
9.4256776665133361e+02,2.5546967181959769e+01,4.0552716587553405e+01
2.9228011372051577e+02,1.3389602361219028e+01,2.0585273643095931e+01
1.0775084029015856e+02,7.9222802213400341e+00,1.1518388482379597e+01
2.0912731297430739e+02,1.1605709065318656e+01,1.8046949770000939e+01
1.8407184187465464e+02,2.5346198759525802e+01,4.8916930853182429e+01
3.2596744163557133e+02,1.6075800855695867e+01,2.6193183915491339e+01
1.7538761375169653e+02,2.4530893760867613e+01,4.7223384812536246e+01
2.4167843516503365e+02,2.7649495169447647e+01,5.3037066014266280e+01
1.4909286405413386e+03,3.2107532106140631e+01,5.1480271156349147e+01
1.3058404306760912e+02,7.4563168573442278e+00,9.4633295020119341e+00
6.1246299792203297e+02,1.9947850725488479e+01,3.1046480126132845e+01
9.3824087811663730e+01,7.2860833667257099e+00,1.0751441222115700e+01
1.6271848818681028e+02,9.7361728146897963e+00,1.4651223509668455e+01
4.6750640445454245e+01,4.4978539763570602e+00,5.7934567407474180e+00
2.6134583851424179e+02,1.1109033273075706e+01,1.5198392157283127e+01
8.7151560554322558e+01,7.5961419677075748e+00,1.1965861297651642e+01
1.6555357338043912e+04,9.5913929325503403e+01,1.4163500563572916e+02
6.9237784950043101e+02,2.1245608785089036e+01,3.3374483971427424e+01
1.6332949380012496e+02,1.8288305115594763e+01,3.4279046416329265e+01
1.2384483560182184e+03,2.1215166032419045e+01,2.3289994514819469e+01
1.4677781044917563e+02,1.5822967280688479e+01,2.9233904769269312e+01
1.7034654577326819e+01,2.3639040928158352e+00,2.4158840720125263e+00
3.7145802934691687e+03,5.2061886847683176e+01,8.4427303722240481e+01
5.1346723294573690e+02,1.6652125209151670e+01,2.4628068991328824e+01
2.4571160608738532e+02,1.5802710658340045e+01,2.7377857177790098e+01
3.5844732841915825e+03,4.1834070121849059e+01,5.8049762012315071e+01
5.9609873593523419e+00,1.3737517929869618e+00,1.3214816048867248e+00
1.6831227056082199e+02,1.4058371479049022e+01,2.4722769366421030e+01
1.3474521584251443e+02,6.6622162983924529e+00,6.4416738302342367e+00
3.3664725197365345e+02,1.0650160038412791e+01,1.0424486578552939e+01
1.5579383034018426e+02,1.8786106691946344e+01,3.5399153995484376e+01
2.5730483179652208e+02,2.2609451185052052e+01,4.2175851395641892e+01
3.0643207676900676e+02,9.9483658829634063e+00,9.1197651037255589e+00
6.8203403580526799e+02,1.5993687748268592e+01,1.8064608553953043e+01
2.5671007129748969e+03,3.9120637642548097e+01,5.9986510876233872e+01
4.6472508587875097e+02,2.0998561668370471e+01,3.5921824938186766e+01
6.9988748212440105e+03,6.4802874551075718e+01,9.9196449220431859e+01
3.7513884717210694e+03,5.1151778348407447e+01,8.2732065053670752e+01
6.4538394298078302e+01,4.6250813295703104e+00,4.5833928846922003e+00
1.9005296864059233e+04,9.0525556318756799e+01,1.1742966570078829e+02
3.5899445538198734e+02,2.1860601529000458e+01,3.9221103296152599e+01
2.3494971512035289e+02,1.3123813407180895e+01,2.1615961233079108e+01
1.9931310853304760e+02,2.0453070330217436e+01,3.8257285439164761e+01
1.6389723437006996e+04,8.3734327172604509e+01,1.0750877031984506e+02
7.7652523489314854e+02,1.8236622897328232e+01,2.3757506514313192e+01
2.4279316287451343e+03,4.9316683899929394e+01,8.4947952270212866e+01
4.6458052533269956e+03,4.6764243313364041e+01,6.4240984929568896e+01
5.4159439833703027e+02,2.3334370603711402e+01,4.0538538024810101e+01
3.2280880698150855e+02,1.0025478483288087e+01,9.2278951488790515e+00
3.4297057721970543e+02,1.3717947122857318e+01,2.0507173016255994e+01
1.6392086717954546e+04,7.6322639787318280e+01,7.9557478572720271e+01
1.0425138578683684e+03,2.2547162467177547e+01,3.1024867611692898e+01
2.7323769300072181e+04,9.6214480948920624e+01,9.6609196410873935e+01
5.7435710507525641e+02,3.3257066526043218e+01,6.1813984134376611e+01
2.8970333102211557e+03,3.4734153900073217e+01,4.2929254858458556e+01
3.3376898976735612e+02,2.1180540066376558e+01,3.8431448960491785e+01
1.0089105955370865e+05,1.7786535386586800e+02,1.7571947450003282e+02
1.9564783891141204e+02,1.9091491662948894e+01,3.5566226349907858e+01
6.9163726046682530e+02,1.9799897957576601e+01,2.9435623934193700e+01
2.7771151615830775e+02,2.6263595780161186e+01,4.9860340407784406e+01
2.9717017134419762e+03,5.3044222739630513e+01,9.1112703650752749e+01
1.8475400442259792e+02,7.7770382142255530e+00,8.2279589669195197e+00
4.0700089883695769e+03,4.7987105002511804e+01,7.1569418259094263e+01
7.3369165699235700e+03,4.7746147475341310e+01,4.5737855943729933e+01
4.5551212503449759e+04,1.2419947426191781e+02,1.2655631453059047e+02
1.7626530578308908e+02,1.7271948001748733e+01,3.1928921017596512e+01
4.7858493937278990e+02,2.9997071380455669e+01,5.5792845635928423e+01
1.7838139036722902e+02,1.8561292316789931e+01,3.4775693332918834e+01
1.1591233049518069e+03,3.7278428881492907e+01,6.6871099117136652e+01
8.4286155576904969e+02,1.9348286583221565e+01,2.5429259252052333e+01
3.1796790456520284e+02,2.0135301694604486e+01,3.6118787396969182e+01
1.1267929065392889e+03,2.8357399052449228e+01,4.5142331587367053e+01
5.1713536917213116e+02,1.3363047964318422e+01,1.4348351230629316e+01
2.5766527322699134e+04,1.0692885901341650e+02,1.4254489694479295e+02
5.4575775067613977e+03,4.1626891350654901e+01,3.8847820216253410e+01
6.0723715607588872e+02,1.5117486564453905e+01,1.7219878281644807e+01
2.2307394794990032e+04,8.5220866534265468e+01,7.5121127442479917e+01
2.7325089368963003e+01,2.9549148911130962e+00,2.8713915544556659e+00
2.3299029866489988e+02,1.1465996970473393e+01,1.7329403926311112e+01
1.8105741813440504e+03,3.9419550358313288e+01,6.5888770664821436e+01
6.7870200933193118e+01,5.3371200573874562e+00,6.8552210201663719e+00
2.9151626074990520e+02,2.2498570454235747e+01,4.1621023195589032e+01
4.8847546508340781e+02,2.3817077001052748e+01,4.2528299297655437e+01
2.9094864457643905e+02,1.3061811082398352e+01,1.9849943992569354e+01
1.3377875849621728e+02,1.4847089139459994e+01,2.7242085483861846e+01
2.3316388716669024e+02,1.4115285396854748e+01,2.3858751779094067e+01
4.5411943308626192e+01,4.3569461767464910e+00,5.6329517824309834e+00
1.9148174749143561e+03,3.1645828363372043e+01,4.5094990554953917e+01
2.0303394449812390e+02,8.9190119860064421e+00,1.1105011312961226e+01
2.9619395384410304e+03,4.1538880645010806e+01,6.3178743952548018e+01
5.1805743125974459e+02,3.3872140498184947e+01,6.3795613736848289e+01
7.3106027958827588e+04,1.7076255150103688e+02,2.0174240085738339e+02
5.6888816915784264e+03,6.3143762007233661e+01,1.0141977496811339e+02
1.3947836373357595e+03,2.5527567490826993e+01,3.5503595089872157e+01
5.5975496969446306e+02,1.5017552975250736e+01,1.7777495710725287e+01
1.3641083702327805e+03,2.9170049132966952e+01,4.5180654261957287e+01
6.9564939983102690e+01,6.7264618020021594e+00,1.0552495835694438e+01
4.7066715776027368e+03,5.1053164652940730e+01,7.5598263517857390e+01
4.4395813741797247e+03,5.5835254949644884e+01,9.0861581934436288e+01
9.5477036320124516e+03,7.1734251480446630e+01,1.0461875685810330e+02
1.7828004524483529e+02,1.8806033185966033e+01,3.5249443568961823e+01
2.4461696167110875e+02,2.6168533057443401e+01,4.9875187377804565e+01
4.1094820396625391e+02,2.2237704433597873e+01,3.9855879162776993e+01
7.6851783242660986e+02,3.2248058800595693e+01,5.8432655022150009e+01
3.4243410097571556e+04,1.0887775906252547e+02,1.2073446893772112e+02
3.6855289550141315e+04,1.0855941894260437e+02,1.0967888838331442e+02
2.9927687003556611e+02,2.9595124794979668e+01,5.6613996231524936e+01
1.0678603721248683e+03,3.0763844260139425e+01,5.2210979725923536e+01
2.2777000772623595e+02,1.5007243514675094e+01,2.6097441392991790e+01
1.1015607398284603e+03,2.8151832889726958e+01,4.6054709973895449e+01
5.8438397255028974e+02,1.8053933790653698e+01,2.7171568922646916e+01
8.5869885479252972e+01,6.6962605171620053e+00,9.6836205042486991e+00
1.0918895582478126e+03,2.7684148177554075e+01,4.4312979098126071e+01
9.9047216047908951e+03,5.6275507927995150e+01,5.3728247355687344e+01
4.9926621471526666e+01,4.6587056322927429e+00,6.0680882000703695e+00
3.9409712898435907e+02,2.4415328685706911e+01,4.4664212089103437e+01
7.5556207035252810e+03,5.7773401949072657e+01,7.7783429546425765e+01
2.0571449557364360e+02,1.3212498717480727e+01,2.2053277785583887e+01
8.7217562683565504e+01,7.3427522660376523e+00,1.1168911638072988e+01
1.0577362458956861e+03,1.8622318734417110e+01,1.8566773317289638e+01
6.0653342493374289e+00,1.3813416219741357e+00,1.2135687580027166e+00
2.9468284099493508e+02,1.8261579224683654e+01,3.2390174595741890e+01
9.8009565600060541e+03,6.2287934353699413e+01,7.5584849689972728e+01
2.9528162396838110e+02,1.9785496611272606e+01,3.5607561631872379e+01
1.3728322097618269e+02,1.1445862869540635e+01,1.9809654818355728e+01
2.3231454947008377e+04,8.6736808297963577e+01,8.4719731245880027e+01
1.3801447087654367e+02,8.7077476631912134e+00,1.2505239706331217e+01
2.1845077822375583e+03,3.0307156312709036e+01,3.9381383704572769e+01
8.8487491291115725e+02,2.0828945178878769e+01,2.9179996122098316e+01
3.7459626197483755e+02,3.1235960676977651e+01,5.9304341997482517e+01
9.0611524312148758e+03,5.7818385051473527e+01,6.6369894196501519e+01
5.4812361323518678e+02,2.3767708782300030e+01,4.1588527474860136e+01
2.8209601958002575e+04,1.0904506799294867e+02,1.3956634023103999e+02
1.7079068657305413e+02,7.3345505975518268e+00,6.6038767498271191e+00
2.5191716070705312e+04,1.1010275719086718e+02,1.5229754655554873e+02
2.2436429092204821e+03,2.7028314187256999e+01,2.5654581741493249e+01
1.0947189242550296e+03,3.2926230556936893e+01,5.7286024808519628e+01
1.3075264026144683e+02,1.2129752121709307e+01,2.1419024801636990e+01
2.3518276887684606e+03,4.2927461403857833e+01,7.1751066367427129e+01
1.8098623672837016e+03,2.8799405340275673e+01,3.9087129885141941e+01
8.4062085457937701e+03,7.1241125516076124e+01,1.0821165028028381e+02
2.1768859432031950e+03,3.0393841792623757e+01,3.8754446938751215e+01
1.7945625618201782e+02,9.0078744617525377e+00,1.1867102185396039e+01
1.4694949141758098e+01,2.2635795666919951e+00,2.3905469595920166e+00
4.4478557730426559e+02,1.3592081623656714e+01,1.7253949284844484e+01
8.6791319107309882e+03,6.9716469531403973e+01,1.0489329491820831e+02
1.4334769409904584e+02,1.2142222428237423e+01,2.1124178277663120e+01
1.0036920675451302e+04,6.5006665817624210e+01,8.3143359289080294e+01
4.5169017335121885e+02,1.8502834990178947e+01,3.0026191905349190e+01
7.8490513280268843e+01,5.2277351318158969e+00,5.7274288176896837e+00
2.2254191656989366e+02,1.8971545354231630e+01,3.4803957010550803e+01
1.5864072407646793e+02,1.4038902749570990e+01,2.5004000186293524e+01
3.3377781707681521e+02,1.1992542053540385e+01,1.5539728074783245e+01
1.9709200559990838e+03,4.0384091907406209e+01,6.7433601814589181e+01
4.8675718067241076e+04,1.3565814487907957e+02,1.5596266045997442e+02
1.6583581989539968e+02,1.0696553852972867e+01,1.7291769978674900e+01
2.7012247647241679e+03,3.2948623688308302e+01,3.9046900934239503e+01
5.1276362943866673e+02,1.7236041894677200e+01,2.6055352004321026e+01
1.6865004133927374e+02,9.7112265984544806e+00,1.4288686468641467e+01
7.5506200779580766e+01,5.8608179486610128e+00,7.8746878550040549e+00
2.3654620296185578e+02,8.6293678868580610e+00,8.1632451560054378e+00
6.7438898725696708e+02,1.4833386433226924e+01,1.4466706957195010e+01
9.3549758089781642e+02,3.4329071884460170e+01,6.1284369162012219e+01
5.4998249098564850e+02,1.8820426548896130e+01,2.9458562303635667e+01
1.3693398238847644e+02,1.3211080513812387e+01,2.3733517634831543e+01
9.2917027527930022e+03,7.0640256745755210e+01,1.0333653039621518e+02
1.6993075011656576e+03,2.8785613853797827e+01,3.9984128473569996e+01
1.3841709719817020e+01,2.1910996318678584e+00,2.3666053371753395e+00
1.8819589162883071e+03,3.0734082307238566e+01,4.3996495337519427e+01
1.0027680812633575e+02,6.4372655626168527e+00,8.0473076196550224e+00
4.2853530616610151e+03,5.5003344027253831e+01,8.9036346307305109e+01
3.6713978022714713e+02,2.4611918656131621e+01,4.5516545621005626e+01
2.6137881480988295e+02,1.9582017973008139e+01,3.5642068610839779e+01
1.8821008018989841e+02,7.5556502456951042e+00,6.6247869818276737e+00
1.7832166785554944e+02,8.5223199095882141e+00,1.0181261387862994e+01
4.5746087036825584e+03,4.7386974501911645e+01,6.7139310224328966e+01
3.0128105543928717e+02,1.7493493806331013e+01,3.0561439588864033e+01
2.1916613826624530e+02,9.6735868376347582e+00,1.2285644851511611e+01
3.7665808287428088e+04,1.2030236752314362e+02,1.4278863809736873e+02
3.1137836933303411e+03,5.2030977400235038e+01,8.6468785225473326e+01
2.8893358119854651e+02,9.5512962837257422e+00,9.2780810281804307e+00
3.1915997503302424e+03,4.9275543098378165e+01,8.0468393643676862e+01
1.0434174406192851e+03,2.1758450900371777e+01,2.9609378319726382e+01
8.3195427166860907e+02,3.3242251494309073e+01,5.9736021564905883e+01
1.6771434372051870e+03,2.9641055944236545e+01,4.2334102607635202e+01
2.4695048055980783e+02,1.6142281658543741e+01,2.8236316562619464e+01
2.2207708276366052e+03,4.4974756631648901e+01,7.6743414867885988e+01
2.4858042374371616e+04,1.0195090048582482e+02,1.3280162289163815e+02
8.9741785573782556e+02,2.0563191702126705e+01,2.8785017409070985e+01
3.7374147979415676e+02,1.1904885981759529e+01,1.4272282930872029e+01
1.8726182087164398e+02,7.7595995226512740e+00,6.8799324814388321e+00
2.5371620888509344e+01,3.2295477678059794e+00,3.8728620222348540e+00
1.5205520015779230e+03,3.1515078037073827e+01,4.9094627299978406e+01
1.6818326052401506e+01,2.3559721992266986e+00,2.3558036147309771e+00
2.3072099695562432e+04,8.8524709736118311e+01,9.4599838350723900e+01
3.1596008037933086e+02,2.4803263093645981e+01,4.6418418258388527e+01
8.8978401112578297e+01,6.5461709642851362e+00,8.9951340239625939e+00
2.1942275587862573e+03,3.7154717538764473e+01,5.8005203839492225e+01
6.9386918123702515e+02,1.6530818133805678e+01,2.0587801692827426e+01
1.1038843886488370e+04,7.1449773178621697e+01,9.6600612228097461e+01
8.2248217304742957e+02,1.7486706484929918e+01,1.9951082156542824e+01
1.9378173717120779e+04,9.3336206405278759e+01,1.2570602080129611e+02
8.7266113006168791e+00,1.6923445107569943e+00,1.5331721957939066e+00
1.0493181404851546e+02,8.2634002674828491e+00,1.2787845897140743e+01
1.3267689941750535e+02,1.2890225266739336e+01,2.3007023657691146e+01
8.1733945091345379e+02,1.6520454421847131e+01,1.6715598759890803e+01
6.3185880685714983e+03,4.8960595193040511e+01,5.6805235762560692e+01
2.2387055653428483e+01,2.8068143832297707e+00,3.0869303326481408e+00
2.8217528450700456e+02,1.7950111293341273e+01,3.1857119254398913e+01
4.9676574106711109e+02,3.2898093353417281e+01,6.2053783521640689e+01
2.9160154824353735e+03,4.0968247332293913e+01,6.1053548822137813e+01
1.0840934293887703e+04,6.6235690967995211e+01,8.0472471820597036e+01
2.0689834931433532e+02,1.0666305785944806e+01,1.5245752920806327e+01
7.7661011990196459e+02,2.3156241957895034e+01,3.6506816247820915e+01
6.9746945535554250e+03,4.6150191249171222e+01,4.0279074690138813e+01
5.7932053144345336e+04,1.4616134232218013e+02,1.7262878701926357e+02
4.4730673238961054e+02,3.3175984254141255e+01,6.2920652052800236e+01
3.1265557892967146e+04,9.9845589577861020e+01,9.3357366684983319e+01
2.3650519311498869e+02,1.1700921617999537e+01,1.7201455324059467e+01
6.9455903337301997e+03,5.6348932986969686e+01,7.7106015919089259e+01
6.3293709350378299e+02,3.3573405009877057e+01,6.2305567057678353e+01
1.5456096964462618e+04,8.9024104802536598e+01,1.2798585769216183e+02
1.3594512814561085e+02,1.9841188070030796e+01,3.7859803474924192e+01
1.0367166549208936e+04,7.2468740188367704e+01,1.0632856405351093e+02
1.7345616227358053e+03,2.7309517285583070e+01,3.4494951322882756e+01
5.9858590514956868e+03,5.8966055966353039e+01,8.8764362658382737e+01
1.3336001803571062e+04,6.6455415900122404e+01,6.0824922971283051e+01
5.3951690535471801e+02,3.0093966252938337e+01,5.5572667223713253e+01
6.2320596430681662e+03,6.1109074105711905e+01,9.4555050360641317e+01
4.3277576966341678e+02,1.8527932547196695e+01,3.0228268267047934e+01
4.7431013916677017e+02,2.4583256068950124e+01,4.4037965276812749e+01
2.3091307488920697e+02,1.8173801236440870e+01,3.3050409299633216e+01
2.4997958490980372e+02,1.0670350793524067e+01,1.4575008668654288e+01
7.0081612995279897e+01,6.2816305986148961e+00,9.4000361872361307e+00
5.1203214895808981e+02,2.2640226844753812e+01,3.9418685359385584e+01
1.8919506646218790e+02,1.1351276355401120e+01,1.8215979246997868e+01
4.0404939460777115e+01,4.2238936489724290e+00,5.4390121172136272e+00
5.3609493421092237e+04,1.3474582409915391e+02,1.3529214678305726e+02
8.4184177540394263e+00,1.6554572952210367e+00,1.5350531551665463e+00
1.1493192077588995e+02,8.7020476510906111e+00,1.3550926616733673e+01
1.1002895697837421e+03,3.2498175697422916e+01,5.5971390018949243e+01
8.8041096075137119e+01,6.0210152962857935e+00,7.6327341180666410e+00
1.2890305657526220e+04,6.2191345918141998e+01,5.6921060177536042e+01
1.6579870214463033e+03,3.5147313098776991e+01,5.7672321006828660e+01
1.1608822350890863e+04,6.8448671112040543e+01,8.3245053052619156e+01
2.5775575941420752e+03,4.1705562862324264e+01,6.4868528541904851e+01
2.6929356928750923e+02,1.7551666626830563e+01,3.1024207235729822e+01
9.9866877396941675e+01,5.9827102159920615e+00,6.6097256387872436e+00
1.0737493680982442e+02,1.0649823177134666e+01,1.8420337023652827e+01
4.9686452867603172e+00,1.2926001044079398e+00,1.2008108035467824e+00
1.0116755318288334e+02,6.1434059759612589e+00,7.2873592916437957e+00
3.6720786002127284e+02,2.8007598494907555e+01,5.2704894031630360e+01
1.4712462156102481e+03,4.3168577478634461e+01,7.7367780669648710e+01
1.7116307082617836e+03,3.9134408947247486e+01,6.6557185711172323e+01
1.7430216731578759e+02,8.1636023266474318e+00,9.1912579171992466e+00
3.9241069957273345e+02,1.3137866023431370e+01,1.7063911608160584e+01
4.8567398393623250e+02,1.4526207570635844e+01,1.9302185152638561e+01
1.1579793270628657e+03,3.4658131588781998e+01,6.0155198014572754e+01
1.2419147157203760e+02,2.1402493369881530e+01,4.1361916318500555e+01
3.8593041438464604e+02,2.2794995719099045e+01,4.1239571817544494e+01
6.5480655602761396e+02,2.6366175328798960e+01,4.5974162095237233e+01
6.1177027404843579e+02,1.5711412381183782e+01,1.9887196154496312e+01
1.6485352045640099e+02,1.4792833166773908e+01,2.6561703158624265e+01
1.1002033805823862e+02,9.0189907115337871e+00,1.4705110523421220e+01
2.1449274380819040e+02,1.4707397596415829e+01,2.5460525833322635e+01
1.1293147519378799e+03,4.0528513411054021e+01,7.3518927842974136e+01
9.3096765109063028e+01,5.4344652795576902e+00,4.8458054046934125e+00
1.4002268471811519e+02,1.4030625031206439e+01,2.5480241560077904e+01
6.7575069239313552e+02,3.2629676718708396e+01,6.0051383092467447e+01
2.0464017083966533e+02,1.0811530907688089e+01,1.6139659591955400e+01
4.9012720742259341e+02,2.0343744404971666e+01,3.3594335192242568e+01
3.6835070763034480e+02,2.9764421403651980e+01,5.6348235255241448e+01
1.3129204884166293e+04,8.3037531074891163e+01,1.1888271758306806e+02
2.3543258992890506e+02,1.5845737216854626e+01,2.7745565727298054e+01
2.7498764152516174e+04,9.5366209557489483e+01,9.7564614119114225e+01
9.0825699721797776e+01,7.0247930961021945e+00,1.0204576960005262e+01
1.1870850128927242e+02,8.1593687400488175e+00,1.1973523072265184e+01
1.8308189018066474e+02,1.1055862407906268e+01,1.7791101503826628e+01
4.8138674767591738e+02,2.7398328541439575e+01,5.0339418712171636e+01
1.9914221996722276e+03,2.6179791027998252e+01,2.5853306981159388e+01
3.6109698688568426e+02,1.9224058971294749e+01,3.3312990145638118e+01
2.3975447818925966e+02,1.8934729854605528e+01,3.4444178537162216e+01
3.9949547485807295e+02,1.8199182665576593e+01,3.0756610676433336e+01
1.9458095330024483e+02,2.7089749590811689e+01,5.2220490789046941e+01
1.6587407848233303e+04,8.7182490819347592e+01,1.1927867875095403e+02
4.9557156398973784e+03,5.9806286198172934e+01,9.5639598317130080e+01
3.8789726987271747e+03,4.9353081689954543e+01,7.6277346945904455e+01
9.4817518353191335e+03,5.9989301122890666e+01,7.0989294533781276e+01
2.3604714286643468e+02,2.2579210237593795e+01,4.2466977311424586e+01
4.4260382309946050e+02,1.4493919180993700e+01,2.0174651428381026e+01
9.0117798680497886e+04,1.6705897567220453e+02,1.5253018802584918e+02
2.0217879397617767e+02,9.9345413350106107e+00,1.3889661143397371e+01
3.1713912135345035e+03,3.8935195167487706e+01,5.4626759828376827e+01
8.7778096411178808e+01,6.5567829568571012e+00,9.2659947286472342e+00
5.1765255307490588e+02,2.9442978748220270e+01,5.4250028708748268e+01
