y,x0,x1,x2
1.0124470858282791e-01,1.2255314391702141e+00,3.6732789221181925e+01,6.4870554435957132e+01
6.0138396067736166e-01,2.0257382626354605e+00,1.8423768524616781e+00,2.0213008884287289e+00
9.4101390810218427e-02,1.3348696639593727e-01,1.5186818666924525e+01,2.7736109438128793e+01
1.9685716019385291e-01,2.4057871824935795e+00,1.8366713580212263e+01,3.2052785672788204e+01
1.3551557275718618e-01,6.5507222003900023e-02,3.4541083469825375e+00,4.4519430090066461e+00
2.4150473979154269e-01,6.8490352174821494e+00,1.7239093651618170e+01,2.6459649935990466e+01
4.5377963211467359e-01,2.0488534915073423e+01,1.7581407836170271e+01,3.2079143311592873e+01
2.5198281343353746e-01,1.6726302991727968e-01,1.8218626168313909e+00,1.8204705011478977e+00
3.3403582894414405e-02,2.0102409934711390e-01,5.1375407399442736e+01,7.1796893039961091e+01
1.4048053936896968e-01,3.4402127329664012e+01,7.4123231596917492e+01,1.0024739101123818e+02
8.6980413753706146e-02,8.0032533527580260e-02,1.0757124392539955e+01,1.8553214363083594e+01
1.2447015382481630e-02,3.3770195080182953e-02,8.5535460020027713e+01,1.0938764404143735e+02
7.3813839547500551e-02,5.8848218432721228e-02,2.3485176422863081e+01,4.5359167217646139e+01
2.0203188911294297e-02,1.1106557989521154e-01,8.2762181102952638e+01,1.1437963746293005e+02
3.3827600911899675e-01,2.0398442209642230e+01,2.7024369122242138e+01,4.9017223866060789e+01
1.6718167800710140e-02,3.7561689089141495e-02,5.7312042785071533e+01,7.2167562110158514e+01
1.7823024569116222e-01,4.3149139672927719e+00,2.3918311047412459e+01,3.9151568576175755e+01
3.5033891290203546e-02,5.0066982604718105e-02,2.5044276446096116e+01,3.6850043641205559e+01
2.7142720328994299e-02,6.6186614732957239e-01,1.1762003066250641e+02,1.4760579145477925e+02
1.8738107258712128e-01,8.0115090720930893e-01,6.5219341903966592e+00,7.0709557196527637e+00
4.0641321548791784e-02,4.4551758609881906e+00,1.4358011515279600e+02,1.3654203461917916e+02
1.1351088584742483e-01,2.7764453549963184e+00,2.6771258350980613e+01,3.0522463802773760e+01
4.6605436338874207e-02,3.0361622106734605e+00,1.0923827677279500e+02,1.2786419468836350e+02
6.6388687496444596e-02,3.5727645210852105e-01,2.6247830167372083e+01,3.8335888027964081e+01
1.8251132699338146e-02,2.6866562486084638e-02,5.8355854719582631e+01,9.6284510069149675e+01
1.9004470603248509e-02,2.4413516923204679e-02,3.3444357266950306e+01,3.0704883757989190e+01
1.4726471481253256e-01,1.8546865701113191e+00,3.3167218199002711e+01,6.1904594324466672e+01
3.8239587026740199e-02,1.3174820505739004e-01,2.7874401770129577e+01,2.7807292385419224e+01
5.4107171559593582e-02,7.6519402883745113e-01,4.9731967853935309e+01,7.1757561738485961e+01
8.9275614453204380e-02,2.8330223728278370e-01,1.1491626950043926e+01,1.2081939266640006e+01
2.9158542923758013e-01,9.8855087369273917e+00,1.9557838902851934e+01,3.3741715747789776e+01
4.7976280678327510e-01,3.0776994760681529e+01,1.1645827660512261e+01,1.6354934573769324e+01
1.1571646726149885e-01,2.1887748985119468e-01,7.4126674529271623e+00,9.0976290180125421e+00
1.1953993254281076e-01,4.9313775765415774e-01,2.2760442105608604e+01,4.2411801783328592e+01
2.8347672350858825e-02,2.4944523957626311e-02,3.2594682019290246e+01,5.5885512951210075e+01
8.9923461914794639e-02,2.0394706713026194e+00,4.5985417954858093e+01,7.4186246022983880e+01
1.7872062043037645e-01,1.6283783968853457e-01,3.4307151307845793e+00,4.1665767586097093e+00
9.5679903847252487e-02,2.3565366321979657e+00,3.2386549643532618e+01,3.9874043658271461e+01
2.5739145098675770e-01,4.9509832145533075e+00,2.2957764522223449e+01,4.2642075796159261e+01
3.1617731966355983e-01,1.8244742363315630e+01,2.9624079541455835e+01,5.4180333351397358e+01
1.3330863157229308e-01,2.3428019364290972e-01,8.8703996195971264e+00,1.4787015416757443e+01
1.8863464271472112e-02,2.8726601075020747e-01,1.3243260953877919e+02,1.7298562681773183e+02
8.6945000456755642e-02,5.9702273634602704e-02,8.1472821616047941e+00,1.3317929888863102e+01
2.2204893895251009e-02,7.1362986987305047e-02,4.9158134169372552e+01,5.6561184375059021e+01
1.0179815790865074e-01,1.6110646666960102e+00,3.6207911498946423e+01,6.0891335175554914e+01
1.7884036912686949e-02,2.0104412785166875e-02,3.4584410798190468e+01,3.7922137395547679e+01
7.8232087216316692e-02,4.5132774922776795e+00,5.9101513551090704e+01,6.7427220192920657e+01
1.0695433578291628e-01,1.1148144748885644e+00,1.9120440386395959e+01,2.3279641151744645e+01
1.3846873178252559e-02,3.4323574838832700e-02,7.7081569171247196e+01,1.0235018914147842e+02
2.7138744977988871e-01,3.9636537527022515e+00,1.4072147591112442e+01,2.4509105870125079e+01
3.6325311078925657e-02,1.0162732439249808e-01,2.6973108983023774e+01,2.7583309001219863e+01
2.1703909036833399e-01,3.7918647936683740e+00,1.7208446500659587e+01,2.8885505013077744e+01
3.1627983900388443e-02,7.5081177978668812e-01,1.0657792480678440e+02,1.4898237948313425e+02
2.7801465372248507e-02,3.2856119067680170e-02,3.1676991832917121e+01,5.0368300490371588e+01
1.4823141988274477e-01,5.9724521084403825e+00,2.5242219257967680e+01,2.7690209901533326e+01
2.5687832974743634e-02,1.9796674437247068e+00,1.8802296615196991e+02,1.7176045116053410e+02
1.1774618550287887e-01,5.5512866608497458e+00,4.9573883280697942e+01,7.9992480489887726e+01
8.5271568175653040e-02,7.0434617578892383e-02,6.6226205230264839e+00,7.8703433058548820e+00
5.4053605524218562e-02,2.6802999190113730e+00,7.7382619627933863e+01,8.5194963215246219e+01
1.2361552383847363e-01,7.0441258390957984e-01,2.8204799205468571e+01,5.2968087749606966e+01
6.8048902902253294e-02,5.9248263591021937e+00,8.4959180555311249e+01,9.8793981291616788e+01
2.4174021435828360e-02,4.3049732676061786e-01,1.1690174627165064e+02,1.5051161440461468e+02
3.0077808899548641e-01,1.0604264644544301e+01,1.1490443381271422e+01,1.2736857245596411e+01
2.5774030057073255e-01,3.2220517713770294e+00,8.5135466690324435e+00,1.0643353851412989e+01
8.4570023059956534e-02,1.9936068508718933e-02,3.7129252558278902e+00,4.4796648947701581e+00
4.8385661551909327e-02,2.1241787794405551e-01,3.4644993827340372e+01,5.4709643079814988e+01
3.6663201000988882e-01,2.4897937028592889e+01,1.9318856064091509e+01,3.1581428772230261e+01
5.5322804237634686e-02,3.7006233336300258e-02,1.0844648291923372e+01,1.5681461907177168e+01
8.5090814715402016e-02,1.3692295696470003e-01,1.0618454022114125e+01,1.5187057606218488e+01
2.4108095116052375e-01,8.5027886849449921e+00,2.1777276337768111e+01,3.6262940820549353e+01
5.2612575916291385e-02,1.5275930326777712e-01,3.8549804971033339e+01,6.9817246612557668e+01
4.0274577622733079e-02,1.7522050978635958e-02,1.4265138333888881e+01,2.3432118703142027e+01
1.6425322828731123e-01,3.5901457887724391e+00,2.0884150636897179e+01,3.0775231786088785e+01
5.2298638613039239e-02,2.0492274322893680e-01,4.3091010395659673e+01,7.7261117005237907e+01
1.8072053999305504e-02,3.4741409640146666e-02,4.8115841318129903e+01,5.7444007003505170e+01
7.6436122859643046e-02,2.3409340939054930e+00,5.7349017574976692e+01,8.8973632746660414e+01
9.0252602567525653e-02,3.8810431672046497e-01,2.1808423980359368e+01,3.6948554928112955e+01
6.8912038302631748e-02,3.6823517424543428e-01,2.2562386860293696e+01,2.9114550367397815e+01
3.1195147774062515e-01,4.3169200839785784e+00,1.8277164044914269e+01,3.4534661526030604e+01
2.2300927989624356e-02,4.8611203531116094e-02,4.0137587349010261e+01,4.1160952692559889e+01
2.1123887551957618e-01,8.8086829263088628e-01,8.0557775275003376e+00,1.2872342473647628e+01
7.0933953300901090e-02,2.2320667447429965e-01,1.7917810966664319e+01,2.5966422691778835e+01
6.4873492170459324e-01,2.6033625443921370e+01,5.7244116618311187e+00,5.9595742060757839e+00
4.4272708115235321e-01,2.2160795794176412e+01,2.8018125501839901e+01,5.3851886362918613e+01
2.2737770475803920e-01,1.0602539317043211e+01,1.9656685043350009e+01,2.5322445541703825e+01
2.3430008637760465e-02,3.8565215197989909e-02,4.4214189362942648e+01,6.9407785219514139e+01
1.0644915236508719e-01,3.3011665508810656e-01,1.1220378873202259e+01,1.5113203200470293e+01
1.2759837682471117e-01,7.7963879004382886e+00,3.9411649803448213e+01,4.8283791590512692e+01
3.1164119007757084e-02,1.5007305263496180e+00,1.3232160085098926e+02,1.3664629120776459e+02
3.1826716750345202e-01,7.3491746760098149e+00,9.7938924609309606e+00,1.2647198696104420e+01
4.0017690782319829e-02,1.4277356789411397e+00,8.9933635702672902e+01,1.0294606681796152e+02
8.4714377136762220e-02,1.3134113879643845e+00,2.8895369493923202e+01,3.3805237987436207e+01
1.3577000517630849e-01,7.1021794920629038e+00,3.7694046529904490e+01,5.3468611413608151e+01
3.5012909465883216e-02,3.8205712383556661e-02,1.8101458524339719e+01,1.9873640405142968e+01
5.5707645481890618e-02,2.8728548688264790e+00,9.0237772759799270e+01,1.2497337394501194e+02
3.4819608729807015e-02,1.3637487581559877e+00,1.1075805810236695e+02,1.2947845925909718e+02
2.2287927823480777e-01,1.1621796400814954e+01,2.6465943368459897e+01,4.1695987122368535e+01
8.0473606267009182e-02,3.2385926262307535e-01,1.6219912612453779e+01,2.1315833736879725e+01
2.7412587942898435e-02,1.9285368586332782e-02,2.5224056855564069e+01,4.0017437507126907e+01
2.8966518915189105e-02,1.1005131334107003e-01,3.7797262178527113e+01,3.6773131683484294e+01
1.2745880435160106e-01,1.0255357820448498e-01,4.1767606511544582e+00,4.5542443334485743e+00
1.5619511876639797e-01,2.4963208695399295e+01,5.5367942829450904e+01,7.4236297168818524e+01
7.0801993227865956e-02,5.9580141920051191e-02,9.1956778662012866e+00,1.3004914947123348e+01
4.6659337020831243e-01,8.9087521791213820e-01,1.7278759723359689e+00,1.8123827316278702e+00
2.3768635768558879e-01,2.2318497029441953e+00,1.9836240651760516e+01,3.7470024073324488e+01
7.8673066626434723e-02,7.5428848550055105e-02,1.0612795897476063e+01,1.6998124239777468e+01
1.4541054715284918e-01,2.3519286745234180e+00,2.1405525149847122e+01,3.2727047433286664e+01
5.5113171555331041e-02,5.9471705347014736e-01,4.6423048268364759e+01,7.2026219922803435e+01
2.0091765471915887e-01,4.9159223394348661e+00,2.6500826146999700e+01,4.6838735627196066e+01
3.1477566052207556e-02,2.4740678191759947e-02,2.2013602200046613e+01,3.3979244311207069e+01
7.2255882313613162e-01,3.3112530637650451e+01,5.3705641878969725e+00,4.8372773750860203e+00
9.7971346471374163e-02,7.5072767049362832e-01,1.7410129635673066e+01,2.0773078382885267e+01
5.0376949099850174e-02,2.9647395409065178e-02,2.6894891674832209e+01,5.1500241121442016e+01
5.0790140987755507e-02,1.6949612132078847e-02,6.4731167479139975e+00,6.2733718993777527e+00
5.9318853702196049e-02,3.5884749496049967e-01,3.7445404943029608e+01,6.2227637825452049e+01
9.2359677455872854e-02,3.3050800249326939e+00,5.2770346031473224e+01,8.3727237398210988e+01
3.7183268135168590e-02,1.6427934151121815e-01,4.4933926663227616e+01,7.0657252665746370e+01
2.3780499132519539e-01,1.0947584000060919e+01,3.1513559532829518e+01,5.6277525511720903e+01
1.2549853457527343e-01,4.1105098376989719e+00,4.0263986517992343e+01,6.7160826388934922e+01
3.8906165625681427e-01,1.7339876741918342e+01,1.9064806853538823e+01,3.4080845015872846e+01
4.4149837247035549e-02,1.6514096889761187e-01,2.9256176418294480e+01,3.9513156450445152e+01
8.9834680571534112e-02,3.3077633013324353e-01,1.2069304845249938e+01,1.1819436198040156e+01
7.1466529963562078e-02,5.2816877241407383e+00,7.1519799465377901e+01,7.8055431685955526e+01
8.2337408522256503e-02,2.1059600122985560e+00,3.6530382932385223e+01,3.9943215273049375e+01
4.5323334915767115e-02,6.0864686246721122e+00,1.4595216118419984e+02,1.4316117064186000e+02
1.3645764233510603e-02,5.5485289691439801e-02,8.5703849947819634e+01,8.5608564362454700e+01
2.1662403156453161e-01,2.0967182548056147e+01,2.6977693779836073e+01,2.9533716528772381e+01
1.2307735451042887e-01,1.0890846833128434e+00,2.1215931049288479e+01,3.4925582173724919e+01
1.2216873182762668e-01,3.4025406269445835e-01,1.1874803268341582e+01,1.9446008242945933e+01
3.2813242792031710e-01,5.4206936807464254e+00,2.1849570826084090e+01,4.1924505462718713e+01
9.1950513429995800e-02,2.1451845092706428e+01,1.0631652828670927e+02,1.3218740429452862e+02
8.6252238037212506e-02,5.7125757458207548e-02,6.5996409834275234e+00,9.4231651786589392e+00
1.4991974934598645e-01,8.4922212735106362e-01,2.7785963797902891e+01,5.3229233144014252e+01
3.3315563529084331e-02,4.7901117874916049e-02,2.0638184918813355e+01,2.0333079132673269e+01
2.5729246339258710e-01,7.9827246070538651e+00,2.2628296863903635e+01,3.9791091430741517e+01
6.1677529482952453e-01,2.6315433496173373e+01,7.1698940107140254e+00,9.8988676857861293e+00
1.4182065489856904e-01,1.9292219909192485e-01,6.5386216291099242e+00,1.0179883145516328e+01
1.2032824259872907e+00,3.2826697800157078e+01,2.4882297718039976e+00,2.6692995673816964e+00
1.9385128996432127e-01,2.0824032112166941e+00,1.7341819745793831e+01,3.0127100319319759e+01
8.2108292538787944e-02,1.8111792138626994e+00,3.4370258740857352e+01,3.7890293514533454e+01
1.3656805949167278e-01,2.2310614802307885e-01,5.8063533521292952e+00,7.2332050681583402e+00
1.6761738518400562e-01,9.3169770896710213e-01,1.1836783844639289e+01,1.9049566242985549e+01
1.2361054613773388e-01,7.5169154691128248e-01,2.0164899758568328e+01,3.5345843411244900e+01
7.6701629219097026e-02,1.0643308258449340e+00,3.1441464833997799e+01,3.9381753333362219e+01
1.0893075244599994e-01,1.2691035326320459e+00,1.9209371981373216e+01,2.2872047233531468e+01
2.0960619073827055e-01,1.0661301801339380e+00,2.1196223927881213e+01,4.0947005114282433e+01
2.2712055989553734e-01,1.7284429156281497e+01,4.0157644908638261e+01,7.0602363119250441e+01
7.4704188708300290e-01,2.9939130979472974e+01,6.1427215259223562e+00,8.8083530063716644e+00
2.8146509436773253e-02,2.5302251436090301e-01,7.6593418797125722e+01,1.0761486740445748e+02
1.2808510145409396e-01,4.6884460968724638e-02,2.9902958502324108e+00,3.6103662116453963e+00
1.7790583531574117e-01,1.1683940318036040e+01,3.4193523974229450e+01,5.0958473604293047e+01
6.0782317685228862e-02,2.3807375335650105e-01,2.2854014972626892e+01,3.2638482806295308e+01
2.9104630619415389e-01,1.2960134997331425e+00,4.7492745612454952e+00,6.1210772160271310e+00
7.4413506217486936e-02,4.0773508046908119e-01,3.8092461594187640e+01,6.9228946714937365e+01
1.4136189441744171e-01,7.4822531183070478e+00,3.2913538470980299e+01,3.9474524620083344e+01
5.3466725407262959e-02,2.0980320508639112e+00,6.3594201881475200e+01,5.6680522172343707e+01
3.7284922483995210e-02,4.0798489634790429e-02,2.3504368554067064e+01,3.8039967227956836e+01
1.5016163543695876e-01,1.9510512370910806e+01,4.2793659406542872e+01,4.1083986823514017e+01
3.9750611225235384e-02,4.6893266366424956e-02,2.4917786244693716e+01,4.1678868102357114e+01
1.7544029224376376e-01,1.6284406785071677e+00,2.9800295771443523e+01,5.7084149304086765e+01
2.1207072008600003e-01,3.1666994579315738e-01,3.5345169471278548e+00,4.1231510950327692e+00
2.6560918977667655e-02,1.7892420312531340e-02,2.9805677139990983e+01,5.0750472864978768e+01
5.9948928986595229e-01,2.0042297931231275e+01,6.8008007064812528e+00,9.6125035993066898e+00
6.3649044865483084e-01,1.8795470038488869e+01,4.7852360911271523e+00,4.4524175477799774e+00
2.2721505147162441e-01,1.0166020769808290e+01,2.4933778555369546e+01,4.0320517123911550e+01
1.3836986787243427e-01,4.2990767712585959e-01,1.5723843702333697e+01,2.8803067316001144e+01
4.4517914606258195e-02,1.8109944117174881e-01,2.7653170029647992e+01,3.1653693090885966e+01
6.9198651380477788e-02,3.5586516977112854e-02,9.1820667212072049e+00,1.5192284658295199e+01
3.2956157097389338e-01,1.5934932616221065e+00,3.8495767865919830e+00,4.0078191980093596e+00
2.1888052411551361e-02,1.2415380770417393e-01,7.9920299455136217e+01,1.1433345291636233e+02
4.8054164992613235e-01,3.4181898356978849e+01,1.5708364297782193e+01,2.6373935782259423e+01
1.0548786302810480e+00,6.9200683290603271e+00,1.4183825649129154e+00,1.3619971650359299e+00
2.8692716540467372e-02,2.0899569681549035e-01,6.7008381315878111e+01,9.4581402312723981e+01
6.0404820207083099e-02,3.3813065282633073e-02,1.9906705651535024e+01,3.7851635484885620e+01
4.1440903946517893e-02,2.9429662547247902e-02,2.0069921286727656e+01,3.4962299596203557e+01
7.0681711430685565e-02,7.7949906976048196e+00,8.7756501682410516e+01,9.1418988694773375e+01
3.9549501963960376e-01,1.2066033951149318e+01,1.6752243474008562e+01,3.0565711370117345e+01
2.3996794388559894e-01,2.6678078549925779e+00,2.6369592576964475e+01,5.0982025563668671e+01
2.4315677186548112e-01,8.3271536860983131e-01,5.3135807738023395e+00,7.2484306682481847e+00
2.2248748530514700e-01,2.5516616665736720e+00,2.3412057974750066e+01,4.4206261669699821e+01
2.4539287460030690e-01,2.5007047023956140e+01,2.3174521888586558e+01,2.0540172051869842e+01
7.6690944080515888e-01,2.8010081339512208e+01,4.5338042757683947e+00,4.5872167919370446e+00
5.3066417666481580e-01,3.4470926372162893e+01,9.6394115711951702e+00,1.2294697256617665e+01
3.1750194634183709e-01,8.0281485145007903e+00,2.2213771725677773e+01,4.1576256720126977e+01
2.6063958951084165e-01,2.4417407999021035e+00,9.3294457100121679e+00,1.4414596188999598e+01
3.7839427031874456e-01,4.3721527555939401e+00,7.2712172235822585e+00,1.1476697899888780e+01
4.3166890386470466e-02,4.2128079501542102e+00,1.4490498720399063e+02,1.8184371128886067e+02
1.2605664388558246e-01,4.7012453385249980e-01,1.6227912995842594e+01,2.8659871614126732e+01
2.3917223928869535e-01,1.4006470765628165e+00,7.6050755598156243e+00,1.1380943216367207e+01
4.8343940379556416e-02,3.1978836155282721e-02,1.6598035875602157e+01,2.8770635979181023e+01
2.8513439106914851e-01,3.6567291362248902e+01,4.2852024782886808e+01,7.6048985247379917e+01
1.9100825012254755e-02,4.4750705019837113e-02,5.0290823893383958e+01,6.1332644401375461e+01
7.0575452806856190e-02,1.9070637219865269e-01,3.0861024617154097e+01,5.7191337586436902e+01
1.5323224011985884e-01,1.6011788231735877e+00,3.3503311105568102e+01,6.3671266707051622e+01
1.9961735295400804e-01,2.1123504833780449e-01,2.9393877897921481e+00,2.8669228948913519e+00
2.0053238984772032e-01,6.9616727021628688e-01,7.6145022499866286e+00,1.2306065147399480e+01
2.4604120487750408e-01,2.2526889213498786e+00,7.9888560223491210e+00,1.0176551155987891e+01
2.6120712745362940e-01,1.6508354218497686e+01,2.7437188671101303e+01,4.5906071759945888e+01
7.0385935108659928e-03,2.5866853498691268e-02,1.5398876098822285e+02,1.5304019296016600e+02
2.1391540792643907e-01,1.7093443678219478e-01,2.3714474203071720e+00,2.2390196466255956e+00
4.7574213963089057e-01,1.8462073990048342e+01,1.2371793376528737e+01,2.0995803423631713e+01
4.0321765201030209e-02,2.1571592201736238e+00,1.1472626362706444e+02,1.3577560643852033e+02
8.4583295246758769e-02,2.0586633333220680e-01,1.9923803786489561e+01,3.5377107566452082e+01
1.2522935111991335e-01,1.1202700753825852e+00,2.3355676788643741e+01,4.0222564799551449e+01
4.6707662868931840e-02,1.4688433260545513e-02,7.5450286911611562e+00,8.8360084096350544e+00
7.6547352826511997e-02,1.7456421155755601e+00,4.6566656191737330e+01,6.9643515467107051e+01
1.0203301361450383e+00,6.8776971489805874e+00,1.4201032171818486e+00,1.2703588227410139e+00
2.3079316616865127e-02,5.7517116368609830e-02,4.0167009661197625e+01,3.8638801597435901e+01
3.0100591634699143e-02,3.1189644017178299e-02,3.6375783327116714e+01,6.4179256775120862e+01
2.4463055076752685e-02,9.9170102300582361e-02,6.0980828890244652e+01,9.0276709626499567e+01
6.2749582545701274e-02,2.3520880340375991e-01,1.9941466535404537e+01,2.4962755283004473e+01
1.5898721688669354e-01,1.2561071036420737e+00,1.0694370898219493e+01,1.2878540204004986e+01
6.1985656318793304e-02,4.1742764183336237e-02,2.1292871103385721e+01,4.0407626434040701e+01
2.3376704008783819e-01,2.8626172509823631e+00,2.4813536371568766e+01,4.7391963411576562e+01
2.6123553156290637e-02,7.0341797198035058e-02,3.9854215445884229e+01,4.9152174422641089e+01
3.9196276512783718e-01,1.2201008129212020e+01,8.9230341104057374e+00,1.1416764606484215e+01
2.9669001598087097e-01,4.2633245988565669e+00,7.8775532137622370e+00,9.5142298602744759e+00
3.0779380893815123e-01,5.3545168839034907e-01,2.6929489159230355e+00,3.2183333182022635e+00
3.4515627262330671e-02,1.9542039835299133e-02,2.0757226199678449e+01,3.5363122524837664e+01
5.2952984628608514e-02,1.8530406353620337e-02,1.0133390589319751e+01,1.6656507537544332e+01
1.0152664270241078e-01,1.0127254628492550e-01,7.5686486526303645e+00,1.1251574060284492e+01
3.8170311425260166e-02,8.2009693344599199e-01,8.6038435224856059e+01,1.1994979078172520e+02
4.8264514333461787e-02,1.1610608659947738e-01,2.7233068154926489e+01,4.3405457994726156e+01
3.1510492840127004e-02,6.3881795020434784e-02,3.3345885799024558e+01,4.8891233981891197e+01
1.7462753947486445e-01,1.2969365527285601e+00,1.1931072370422060e+01,1.7965983454620964e+01
1.2938018263826342e-01,7.6220918677287486e-01,1.1015346571320606e+01,1.2027028664144508e+01
3.7805428521244432e-02,3.6067527977286823e-02,2.2116493112600015e+01,3.6016481089086284e+01
1.0916471352722858e-01,3.2812768314848988e+00,3.7913434986853204e+01,5.5882011549714470e+01
8.6158222970767709e-02,5.6075997067986882e-02,7.6506763799194015e+00,1.2054252427214999e+01
1.8979915423247984e-01,6.5479575308988700e+00,2.4942742230228568e+01,3.8767811085556126e+01
1.8747931628786763e-01,1.8033262362551918e+00,2.9730534513736760e+01,5.7054035274913375e+01
4.9891164022786910e-01,3.0931025415993957e+01,1.7980533102310005e+01,3.2256058025834562e+01
3.7078298276867644e-01,3.2708469906831169e+01,2.8584367476034107e+01,5.1680346875995582e+01
5.5253886881646466e-02,4.5963303273809561e+00,9.0650267978502242e+01,8.2753276717368465e+01
6.6419684891432726e-02,4.9421925568393699e-02,8.6573842477349228e+00,1.1686635009640954e+01
2.5189697331207134e-01,3.9437398819436251e+00,1.9449302060322150e+01,3.5597143767800468e+01
1.6657853963535932e-01,1.5246407094003314e-01,3.5258992759624856e+00,4.1431926365340424e+00
1.8989215091049092e-02,2.6060877977696292e-02,4.1255946700944932e+01,5.4330694939454816e+01
4.3091751369231317e-02,1.1043261886354047e-01,2.2775174878230821e+01,2.7166006400781420e+01
7.4737887300676861e-02,3.3088365768725786e-02,7.0964949961287616e+00,1.1031024183414702e+01
9.3516396625101264e-02,1.8433839439230224e-01,9.5596040959401698e+00,1.1935581045140340e+01
6.3998181898483708e-01,1.1109464355605832e+01,4.4534044421319638e+00,5.9728047948547403e+00
2.4030446934511301e-01,1.2548086312611234e-01,1.7428609103098534e+00,1.8027821225142493e+00
3.9544696358705708e-02,1.6307131631577813e-02,2.8135132191538251e+01,5.3822459085893271e+01
8.0119621032031477e-02,6.5163252667234408e+00,6.4346040431481057e+01,6.3422218589361563e+01
3.2476376806764441e-02,1.5448854932924701e-02,3.1202414296499313e+01,5.8625174430254532e+01
2.6324625587123351e-02,4.9672461667532204e-02,3.4815763516527774e+01,4.5288395793853041e+01
1.0068523256998163e-01,2.3442924222408681e-01,1.3061725176384641e+01,2.1418030089945042e+01
2.0509745012379236e-02,1.8025478556860101e-02,4.0423979428974256e+01,6.6866970516011108e+01
1.5403938178223683e-01,1.3941219541931600e+01,4.8359267497512342e+01,7.4001606600154105e+01
2.0485522616855681e-01,2.0064962801409312e+01,2.9873832509905824e+01,3.4336035429096100e+01
2.9506265828029526e-01,1.2989857517653725e+01,1.5324242826735738e+01,2.1001112942610845e+01
1.5175472362929296e-01,3.7641547894779398e-01,8.4028803873641564e+00,1.3025498991173123e+01
2.7797812332912752e-01,3.6013058965014835e+01,4.0575180885153692e+01,6.9828474760380004e+01
2.4632210272808164e-01,5.2502277863326319e-01,3.5348307142938529e+00,3.6854635787305341e+00
1.4255709774062589e-01,3.5767868373826892e+00,3.1115205680368998e+01,5.0753262820386212e+01
1.2264823710484924e-02,2.5243145952135341e-02,7.2189983624382521e+01,8.3005064641762488e+01
1.2471134340323076e-01,7.6702504468466195e+00,4.3505057547439165e+01,6.0732949467375192e+01
7.1002608393276184e-02,2.4630372953618976e-01,1.8279369607513907e+01,2.5382517871498791e+01
5.8136883414664657e-02,4.5604037881269106e-02,2.7397330632748279e+01,5.2676047349335008e+01
2.5469580428771049e-01,1.9397441496436449e+00,7.4393325763094813e+00,1.0767075162570471e+01
6.8213074211226354e-02,7.7322243772480329e-02,1.4603813517662960e+01,2.4792467023454446e+01
2.8512039959946939e-01,8.5703779917119005e-01,4.1239065708119549e+00,5.5081812952669420e+00
7.3488132612098994e-02,3.7547111461623850e-01,3.6715766277414588e+01,6.6430776084325700e+01
5.6166497106171248e-02,1.7679887853565723e-01,2.7543780735467102e+01,4.5290621946424132e+01
3.3360996865810555e-01,7.7325410624569102e+00,7.8314161333532137e+00,6.8505499839036155e+00
1.0792617073294547e-02,2.1221676671368501e-02,8.8273059511433019e+01,1.1871751324527479e+02
4.0380879190243364e-02,4.8725593270920749e-02,2.4840205370885545e+01,4.1346098018116479e+01
1.0948028233726463e+00,3.8027054040979152e+01,3.5755094344264298e+00,4.6291801966189290e+00
8.2261265219443186e-02,5.8017667220468139e-01,3.5348887761759038e+01,6.2568583195668715e+01
1.0691055869901497e-01,5.1864149185359576e-01,1.3960918097665914e+01,1.9308056863316953e+01
1.1026668496614467e-01,1.3554371682194743e+01,6.5035841091012855e+01,8.3640673267877688e+01
4.0113971353184058e-01,2.6126464914581113e+01,2.5161699948810096e+01,4.6160614613094786e+01
3.1483714369461124e-02,1.5474597449623295e-01,4.2502237338899334e+01,4.9974147932423094e+01
2.2201972359025385e-01,9.0736809439288224e-01,7.6201038039600943e+00,1.2310124351272806e+01
3.3233911277360767e-01,2.8699055735500270e+01,1.9996433555387334e+01,2.8950502809368146e+01
1.3696057439612613e-02,1.6284742192950943e-01,1.5639283906124641e+02,1.7951797393371206e+02
3.0474313446914042e-01,3.9648270818621247e+00,7.8052646202933111e+00,9.8953271782031091e+00
5.0137319147953630e-01,6.5105970927222430e+00,5.0349462171167678e+00,6.8919826040248404e+00
1.9343880221987636e-01,9.3204077620398706e-01,1.8103430359092737e+01,3.4301925930570903e+01
1.8293784521497859e-02,4.8479144401229135e-02,5.6279383463384498e+01,6.5384312581575259e+01
2.5500209568763310e-01,5.8619146591866311e+00,2.6823797237146245e+01,5.0347237738149637e+01
3.7277888478932875e-02,1.0125113424659036e+00,7.9276999063661563e+01,7.0350425112332303e+01
2.3137820468544412e-02,2.9798763034405484e-01,1.0205989894319265e+02,1.3701806921375623e+02
2.0785105698728201e-01,4.2815217264227226e+00,1.7158440668260848e+01,2.6951788790211523e+01
5.0258701192709332e-01,6.9418772788048821e-01,1.3077187525116836e+00,1.1963198098263723e+00
9.0709028920865034e-02,6.5939363916626881e-01,2.7809381963556518e+01,4.6911526564234855e+01
1.2593685940966196e-01,2.8579181251990055e-01,1.4866150976176490e+01,2.7245831744413945e+01
1.3635496167772301e-01,8.8224761534084113e+00,3.6758545263494490e+01,4.3742133757332418e+01
1.2609025827681461e-01,1.5110766211530976e+01,6.7297119125649829e+01,1.0149325771342606e+02
1.6684868888091425e-01,1.8742690186772066e+00,2.6714888605176725e+01,4.9453844472401840e+01
